,sentence,emoji
17911,安妮海瑟薇和Lisa最新活动巴黎合照来啦，美女们的状态都好好呀，两位美女的同色系穿搭也好亮眼,[羞嗒嗒]
17912,一定是刘在石撒了油,[doge]
17913,正能量偶像,[哈哈]
17914,鉴定完毕，这就是一妥妥的喜剧啊，这一段沐想想和乔南一起去ktv见哥哥真的是笑不活了，乔哥哥有没有对想想刮目相看呀,[doge]
17915,有点想小学学校旁边的一排雪糕柜小时候每天下课都去买雪糕,[二哈]
17916,灰熊你，，，有点子不干净吧,[衰]
17917,这个水下舞台 那么高难度的动作 也被金晨美人鱼完美演绎,[心]
17918,md现在内鱼是没有热度了是吧 咋老是把配音演员拉出来说事,[开学季]
17919,站大马路中间跟人家合影，你家想走，你差点要扑到人家身上你就这么颠倒黑白的！真的很不要脸了，欺负大家看不懂视频么,[裂开]
17920,不愧是印度,[允悲]
17921,300－50！我的快乐回来了,[哇]
17922,我的天呐，孩子已经被刀傻了，看后面两集一直在哭……暗夜行者,[泪]
17923,居家的日子还是要继续,[单身狗]
17924,德国没事，毕竟德国可以烧人取暖，尤其是犹太人……这业务他们以前干过，很熟练,[摊手]
17925,据职场博主 爆料，有公司老板号召全员“搞副业”，希望每个员工都开自己的B站账号，目标是三个月涨粉10万，每周涨粉最低的需要请全体下午茶。参加搞副业的人，可以每天18:00准时下班并离开公司。不过，需要 ...全文,[费解]
17926,甜妹法王谁不爱！战至巅峰无人挡！期待小七赖美云的表,[浮云]
17927,靠手速原价抢到了皇马替补席右边，离皇马替补席就5米，无数次跟阿森西奥 贝尔 马塞洛眼神语言交流，比赛结束后留下来跟福登合影，福登都朝我走过来了结果我被俩保安拽走了 突然感觉、曼城的天是蓝色的也挺好看的 英国·Etihad Stadium,[苦涩]
17928,就上海的一个月了还不清晰。。。,[微笑]
17929,下个月高考……上海参加吗,[二哈]
17930,加油 已经瘦了16斤了,[打call]
17931,咋地 我要是边充边摸呢,[喵喵]
17932,你说低了那便低了，你说高了那便高了，只是这样土甜的小祝只有这一次了，除非让他俩二搭。,[doge]
17933,跟着练了十天了，美美瘦了七斤，这两天不咋掉秤了，但是肚子小了一大圈,[哈哈]
17934,我的cp,[泪]
17935,说不应该这么狠举报妈妈的，你也不看看她家啥情况看了一个视频就妄下判断，纯纯被带节奏了,[允悲]
17936,不管怎么说 高考手机能带进去考场 还拍照聊天 这个事就离了个大谱,[费解]
17937,这文案绝了！ 也太有购买欲望了吧,[doge]
17938,五一前能降为低风险嘛,[泪]
17939,导弹打得过去打不过去不知道，但厉害国的嘴炮不仅能打到台东，还能打到火星上呢,[嘻嘻]
17940,我给网友表演一个当场晕死吧,[裂开]
17941,吃完饭了 该午睡了,[赢牛奶]
17942,反反复复……什么时候是个头儿？,[泪]
17943,恭喜龚俊解锁新杂志ELLEMEN五月双封啊！期待老龚，帅哥鲨疯了 也期待龚俊新剧《安乐传+我要逆风去》啊！,[赢牛奶]
17944,当地环保部门在干嘛？废气排放是哪个部门给审批过的？环境监测是谁干的？企业有无被抽查？主流媒体为什么一年不发声？蛇鼠一窝沆瀣一气同流合污狼狈为奸一丘之貉啊？那没事了。,[笑哈哈]
17945,天呐，没想到上次给你推荐的书，这么快就看完了！执行力杠杠的。你给我推荐的我还没来及打开呢，我赶紧去看书了 网页链接,[苦涩]
17946,好可爱,[泪]
17947,目前救援已结束，坍塌共造成3死9伤，3名企业经营者已被控制…愿责方担责、逝者安息 郑州 马上谈的微博视频,[黑线]
17948,我的评分： 超级超级好 而且这部综艺还能彻底的打动人心里的初心 还能打击别人更好的 有能力的 有勇气的变为自己更努力 更好的自己 非常好,[星星]
17949,好奇，吃瓜,[哆啦A梦害怕]
17950,医者仁心谢谢你,[抱一抱]
17951,是我们漂亮的李莲花，这套绿色造型让人眼前一亮，好好看啊～祝开机大吉，拍摄顺利,[送花花]
17952,什么叫才华横溢可悲可叹啊，一个垃圾的吸毒咖罢了,[吐]
17953,塌房事件这么大，禁娱很理解,[黑寡妇]
17954,愿世间再无绿色,[作揖]
17955,我寻思着狄龙不是香港动作演员吗,[doge]
17956,4月29日，纽约股市三大股指大幅下跌。截至收盘，纳斯达克指数跌4.17%，至12334.64点；标普500指数跌3.63%，至4131.93点；道琼斯工业平均指数跌2.77%，至32977.21点。评：2021年四季度美国GDP增长5.5%，而CPI增长7%，其GDP实际增长-1.5%。一季度美CPI高达7.5%， ...全文,[兔子]
17957,原来庄文杰 和庄武杰之间就差一句“再来一条”，为了真实的动作戏效果， 不断尝试，力求最好效果，更多幕后故事，酷酷子回头续上，今晚18点 继续更新，承包你的五一小长假~ ...全文,[哇]
17958,MV《有我》】我的名字就是站立的地方，我的样子就是明天的样子，我的样子就是中国的模样。青春心向党建功新时代，致敬一代代不负时代重托的中国青年！,[心]
17959,助力热搜👉🏻👈🏻,[揣手]
17960,有没有一种可能 外星人已经找到了我们,[求饶]
17961,病毒这是在告诉大家，没它的同意，假期哪都别想去,[二哈]
17962,工具日，炮灰本,[doge]
17963,庄文杰好聪明委屈你了,[苦涩]
17964,美股昨天不是也涨上来了吗，怎么a股今天又创新低，不是说好跟美股的吗,[费解]
17965,连人都不当了,[汗]
17966,蹲个告五人live西安群啊,[泪]
17967,桥豆麻袋，毒液2啥时候出的,[吃惊]
17968,红蓝大战，以和为贵🤝 英超第37轮，曼联主场迎战切尔西。双方半场互交白卷，下半场阿隆索凌空抽射打破僵局，C罗凌空抽射闪电扳平比分，曼联主场1比1战平切尔西。,[照相机]
17969,夏天来了，疫情依然猖狂,[裂开]
17970,致敬中国脊梁，我们就是在这样的重重障碍中自强自立的发展起来的，“我们自己做！”就是这样一句话，让我们站在了世界前列,[中国赞]
17971,茕茕白兔 东走西顾 衣不如新 人不如故 人生无别离 谁知恩爱重 假装你从未离开 也假装你明天就会回来 而我要怎么忘记你呢 可惜我没能迎来和你热烈的夏天,[泪]
17972,无语，这是我今年看到过最好笑的热搜,[允悲]
17973,【 高考生看过来！】2022年高考明日开考，郑州市第九人民医院消化内科主任张兵兵建议早餐吃点粗粮，持续提供能量；午餐主食不要过量吃，以免下午犯困；晚餐宜清淡，不宜过饱！三餐菜谱↓↓↓,[心]
17974,王俊凯好牛酸鸡滚一边你好怎么没人找,[舔屏]
17975,好迷呀这个……,[笑cry]
17976,我的妈耶,[哆啦A梦害怕]
17977,早上的热搜底下真的是阴兵过境啊,[怒]
17978,刘雨昕的昕蓝海可太美了 有生之年一定要去线下看刘雨昕的舞台,[送花花]
17979,感觉预告里大家各怀心机，只有朱镜最纯良 （表面哈哈哈）,[喵喵]
17980,光与夜之恋 虽然但是歪个楼 有什么合适的借口可以上班请假吗？ （太困了 明天想睡一天）,[跪了]
17981,五一我觉得可以申请四天OT，反正哪也去不了了,[泪]
17982,刚刚，朝阳群众证明，事实如此！！！ 不用评论，点赞吧！,[赞]
17983,大象任子威在冬奥赛场上勇夺金牌、为国争光。在家乡的防疫上，为疫情防控贡献自己的一份力量。 给我们的任子威点赞 （哈尔滨日报社）,[打call]
17984,我们小区好多次核酸都是陕西医疗队帮忙的天使姐姐们辛苦啦,[打call]
17985,不好看也不难看，一般般，买了压箱底（朋友节好难听）,[挖鼻]
17986,老师一路走好,[蜡烛]
17987,2分钟回顾中国航天员9次出征。每一次环宇问天，每一次无畏出征，都是对梦想和祖国的告白。一起祝福中国航天！,[心]
17988,光与夜之恋我焯我焯我真的是服了，怎么能有人恶搞纸片人的图啊，神经病啊,[怒]
17989,你怎么回事任穿雨，干嘛老是打断你老板 上次是告白这次是接吻 我真的栓Q了 气氛都到那了你晚两分钟再过去行不行 人俩谈个恋爱容易吗 一个吻还是黑狐狸自己想出来的 栓Q啊栓Q，大家还是搞事业吧,[裂开]
17990,忌口一阵之后真的很容易报复性猛吃，就像我因为血糖高忍着不喝饮料两个月，然后就忍不住了一天一瓶往下灌，真的管不住嘴了,[二哈]
17991,这条ydl好高啊快3w了,[衰]
17992,北京这个破烂疫情 又玩不了了,[兔子]
17993,【 】女子发出一串“12”神秘数字后失去联系，浙江桐庐民警秒懂，拿起消防斧破门救人提醒：记住12110，关键时刻发短信能救命！,[good]
17994,我的问题是肿眼泡加颧骨高 硬伤,[苦涩]
17995,疫情控制，稳中向好,[笑而不语]
17996,请问这个人民包括阿富汗女性吗,[doge]
17997,太坏了！,[泪]
17998,就这么低的工资水平了还有那么多人喊着拖后腿差好多，可见国内劳动力实在太廉价了被剥削的好严重,[黑线]
17999,作吧某国,[微笑]
18000,某队球迷是不是二？一直在刷辽宁总冠军水，那半决赛被辽宁横扫的你们是什么？废物吗？整的赛季都被辽宁横扫，除了找理由还会什么？说常规赛冠军水，说的像是能打过辽宁一样！,[鄙视]
18001,又想起了去年文科520分上大专的事,[允悲]
18002,常识科普太重要了,[黑线]
18003,还没看就3了哪里可以看？？？？,[允悲]
18004,支持和黄大（）原地结婚,[哇]
18005,我的最爱,[抱一抱]
18006,辛苦了，都要平平安安,[抱抱]
18007,不是 这韩媒画质这么模糊吗 我以为是十几年前的视频,[吃惊]
18008,所以你想表达什么,[微笑]
18009,疯狂期待,[哇]
18010,晚上宵夜的绝佳选择牛奶芝士火鸡面真的太好吃了叭！吸满汤汁Q弹有嚼劲的拉面🍜黏黏糊糊一大口下去还有牛奶香混合芝士香！@鲜城 上面再来一个溏心蛋，真的幸福哇～ 做法也超简单，5分钟就能搞定喜欢的话赶紧做起来吧！ . ...全文,[彩虹屁]
18011,性别能不能别卡这么死，考虑下我吧,[泪]
18012,期待太帅啦,[好喜欢]
18013,《重生之门》看完之后我都觉得我没有了脑子，何止是比智商 但剧情真的超级不错啦～不拖沓，表演的很真实，任务之间的对手戏也很精彩,[裂开]
18014,@吴悠morefree,[并不简单]
18015,第一次替这种被查公职人员捏一把汗，还好还好现在该差劳斯莱斯了,[允悲]
18016,,[伤心]
18017,可是冻荔枝真的很好吃！！,[憧憬]
18018,实话可能就是，最近无锡房市不景气。 就像当初的先开放的单独二胎，发现没人生一样。 但就这经济发展趋势，难 一朋友买的某小区的房子，还是学区房，被房产公司抵押给银行了。他办不了什么网签，都要急死了。 我知道，大家会质疑为什么卖给他的房子又被 ...全文,[允悲]
18019,求求求了 让我擦边上杭师大,[泪]
18020,真吓人不敢吃菠萝了 菠萝进入水果黑名单,[黑线]
18021,为什么不能是“男子30楼扔下麻辣烫当场砸晕路人”呢,[疑问]
18022,建议在上交所里建方舱，大家一定阴得很快，全是绿码,[喵喵]
18023,为什么我家的不能努努力让我过这种生活,[哇]
18024,李易峰 哥，下回接he的好么@李易峰,[苦涩]
18025,龚俊发了新歌就是好听！ 捂好你的酸臭味不要溢到我门口,[开学季]
18026,确实，我周边朋友都是去露营的，但都是满心欢喜的去，热气腾腾的回来毕竟美好只存在于网上视频那一小段,[笑cry]
18027,例如香蕉，果皮会变黑,[苦涩]
18028,你要这东西干嘛，真是想不开呀！,[挖鼻]
18029,很不错这个简历很新颖,[哇]
18030,之前以为是哪个老师的oc，还在想怎么这么牛不仅做l2d还连声优老师都请来了、、 所以看他直播的话是要上t的嘛,[单身狗]
18031,沿着月光，朝着黎明，迎着明天的太阳！本周五 20:20 来浙江卫视和 一起用跑的,[打call]
18032,现在用蜂花，感谢前段时间国民品牌的热度让我发现了一个不让我长头皮屑的洗发水。他家系列的去屑洗发水真棒,[苦涩]
18033,冻杨梅,[羞嗒嗒]
18034,有些患者真的是太逗了，让我映像深刻。 一个老人我告诉她不能手术，她说给做吧，我是东北来的！ 还有另一个老太太，我给检查一边眼睛时让她换一只眼睛（检查），她急得摆手：“不换！” 老年人也就罢了，年轻人也有逗的，有个女孩子裂隙灯 ...全文,[笑cry]
